id,season,week,seasonType,startDate,startTimeTBD,completed,neutralSite,conferenceGame,attendance,venueId,venue,homeId,homeTeam,homeClassification,homeConference,homePoints,homeLineScores,homePostgameWinProbability,homePregameElo,homePostgameElo,awayId,awayTeam,awayClassification,awayConference,awayPoints,awayLineScores,awayPostgameWinProbability,awayPregameElo,awayPostgameElo,excitementIndex,highlights,notes,playoff,id_venue,name,capacity,grass,dome,city,state,zip,countryCode,timezone,latitude,longitude,elevation,constructionYear,game_date,temperature_c,precip_mm,windspeed_kmh,attendance_pct,high_attendance,flag_missing_attendance,flag_missing_capacity
401635525,2024,1,regular,2024-08-24T16:00:00.000Z,False,True,True,True,47998.0,3504,Aviva Stadium,59,Georgia Tech,fbs,ACC,24.0,"[7, 7, 0, 10]",0.9345302581787109,1497.0,1513.0,52,Florida State,fbs,ACC,21.0,"[8, 6, 0, 7]",0.06546974182128906,1692.0,1676.0,4.952562146005351,,Aer Lingus College Football Classic,,3504,Aviva Stadium,51700.0,True,False,Dublin,,,IE,Europe/Dublin,53.33523,-6.228447,2.264276505,2010.0,2024-08-24,17.1,0.0,22.8,0.928394584139265,,False,False
401643697,2024,1,regular,2024-08-24T20:00:00.000Z,False,True,False,False,17314.0,3971,University Stadium (NM),167,New Mexico,fbs,Mountain West,31.0,"[10, 14, 7, 0]",0.5594903230667114,1234.0,1234.0,147,Montana State,fcs,Big Sky,35.0,"[0, 14, 0, 21]",0.4405096769332886,,,5.319334519577319,,,,3971,University Stadium (NM),39224.0,False,False,Albuquerque,NM,87131,US,America/Denver,35.0669479,-106.6283225,1554.471924,1960.0,2024-08-24,30.6,0.0,2.6,0.4414134203548848,0,False,False
401643696,2024,1,regular,2024-08-25T00:00:00.000Z,False,True,False,False,20263.0,3816,Mackay Stadium,2440,Nevada,fbs,Mountain West,24.0,"[7, 10, 7, 0]",0.07378165423870087,1222.0,1243.0,2567,SMU,fbs,ACC,29.0,"[0, 10, 3, 16]",0.9262183457612991,1690.0,1669.0,5.96225907281757,,,,3816,Mackay Stadium,27000.0,False,False,Reno,NV,89557,US,America/Los_Angeles,39.5469459,-119.8175435,1406.57605,1966.0,2024-08-25,15.1,0.0,11.7,0.7504814814814815,0,False,False
401643858,2024,1,regular,2024-08-25T03:59:00.000Z,False,True,False,False,12206.0,7220,Clarence T.C. Ching Athletics Complex,62,Hawai'i,fbs,Mountain West,35.0,"[14, 0, 7, 14]",0.9564689570884497,1227.0,1227.0,2169,Delaware State,fcs,MEAC,14.0,"[0, 7, 7, 0]",0.0435310429115503,,,5.224356278,,,,7220,Clarence T.C. Ching Athletics Complex,15194.0,False,False,Honolulu,HI,96822,US,Pacific/Honolulu,21.294294,-157.819338,20,2015.0,2024-08-25,26.8,0.1,33.0,0.8033434250361985,0,False,False
401628458,2024,1,regular,2024-08-29T22:00:00.000Z,False,True,False,False,47803.0,6577,SHI Stadium,164,Rutgers,fbs,Big Ten,44.0,"[7, 10, 14, 13]",0.9901049137115479,1460.0,1460.0,47,Howard,fcs,MEAC,7.0,"[0, 7, 0, 0]",0.009895086288452148,,,2.843802521321338,,,,6577,SHI Stadium,52454.0,False,False,Piscataway,NJ,08854,US,America/New_York,40.513611,-74.465278,19,1994.0,2024-08-29,23.4,0.0,16.1,0.9113318336065886,1,False,False
401644727,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,16400.0,3965,UB Stadium,2084,Buffalo,fbs,Mid-American,30.0,"[13, 3, 7, 7]",0.981427013874054,1357.0,1357.0,322,Lafayette,fcs,Patriot,13.0,"[0, 0, 6, 7]",0.018572986125946045,,,2.959181739704556,,,,3965,UB Stadium,30270.0,False,False,Amherst,NY,14260,US,America/New_York,42.9991334,-78.7775113,181.5759735,1993.0,2024-08-29,21.9,0.0,11.5,0.5417905517013545,0,False,False
401644730,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,18055.0,3786,Kelly/Shorts Stadium,2117,Central Michigan,fbs,Mid-American,66.0,"[14, 28, 24, 0]",0.8601021766662598,1333.0,1333.0,2115,Central Connecticut,fcs,NEC,10.0,"[7, 0, 3, 0]",0.13989782333374023,,,2.5520731835134005,,,,3786,Kelly/Shorts Stadium,30255.0,False,False,Mount Pleasant,MI,48859,US,America/Detroit,43.5777313,-84.7709904,240.9007721,1972.0,2024-08-29,25.1,0.0,4.0,0.5967608659725665,0,False,False
401644729,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,12786.0,3700,Doyt L. Perry Stadium,189,Bowling Green,fbs,Mid-American,41.0,"[20, 7, 7, 7]",0.8227765560150146,1431.0,1431.0,2230,Fordham,fcs,Patriot,17.0,"[0, 3, 7, 7]",0.17722344398498535,,,2.0955176328791945,,,,3700,Doyt L. Perry Stadium,24000.0,False,False,Bowling Green,OH,43403,US,America/New_York,41.3780114,-83.6225,205.9057465,1966.0,2024-08-29,27.1,0.0,13.8,0.53275,0,False,False
401634299,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,56919.0,3670,Carter-Finley Stadium,152,NC State,fbs,ACC,38.0,"[7, 7, 3, 21]",0.9725978970527649,1606.0,1606.0,2717,Western Carolina,fcs,Southern,21.0,"[14, 0, 7, 0]",0.027402102947235107,,,7.864829086653119,,,,3670,Carter-Finley Stadium,58000.0,True,False,Raleigh,NC,27695,US,America/New_York,35.8008001,-78.7195655,117.0089951,1966.0,2024-08-29,30.7,0.0,4.7,0.9813620689655173,1,False,False
401628582,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,44206.0,3652,FBC Mortgage Stadium,2116,UCF,fbs,Big 12,57.0,"[6, 23, 28, 0]",1.0,1578.0,1578.0,160,New Hampshire,fcs,Coastal Athletic,3.0,"[0, 3, 0, 0]",0.0,,,2.317428368851348,,,,3652,FBC Mortgage Stadium,44206.0,True,False,Orlando,FL,32816,US,America/New_York,28.6079765,-81.1927233,20.94113731,2007.0,2024-08-29,28.4,0.0,8.0,1.0,1,False,False
401628581,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,29450.0,3630,Allegacy Federal Credit Union Stadium,154,Wake Forest,fbs,ACC,45.0,"[7, 10, 21, 7]",0.982387900352478,1431.0,1431.0,2448,North Carolina A&T,fcs,Coastal Athletic,13.0,"[7, 3, 0, 3]",0.017612099647521973,,,3.697231428764851,,,,3630,Allegacy Federal Credit Union Stadium,31500.0,False,False,Winston-Salem,NC,27105,US,America/New_York,36.1305507,-80.2545851,283.548584,1968.0,2024-08-29,29.1,0.0,12.0,0.9349206349206349,1,False,False
401636387,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,False,False,11145.0,3817,Malone Stadium,2433,UL Monroe,fbs,Sun Belt,30.0,"[7, 7, 7, 9]",0.9698949195350997,1156.0,1156.0,2296,Jackson State,fcs,SWAC,14.0,"[0, 7, 7, 0]",0.030105080464900347,,,6.4645770987,,,,3817,Malone Stadium,27617.0,False,False,Monroe,LA,71209,US,America/Chicago,32.5308089,-92.0660602,22.998209,1978.0,2024-08-29,28.3,0.1,5.5,0.40355578085961546,0,False,False
401644728,2024,1,regular,2024-08-29T23:30:00.000Z,False,True,False,False,23515.0,3739,Glass Bowl,2649,Toledo,fbs,Mid-American,49.0,"[21, 7, 14, 7]",0.978938102722168,1526.0,1526.0,2184,Duquesne,fcs,NEC,10.0,"[7, 3, 0, 0]",0.02106189727783203,,,3.0303738346295788,,,,3739,Glass Bowl,26038.0,False,False,Toledo,OH,43606,US,America/New_York,41.6574777,-83.6135652,181.4839783,1937.0,2024-08-29,24.5,0.0,13.2,0.9031031569244949,1,False,False
401628320,2024,1,regular,2024-08-29T23:30:00.000Z,False,True,True,False,40127.0,3983,War Memorial Stadium (AR),8,Arkansas,fbs,SEC,70.0,"[28, 21, 7, 14]",0.9989700310726486,1454.0,1454.0,2029,Arkansas-Pine Bluff,fcs,SWAC,0.0,"[0, 0, 0, 0]",0.00102996892735141,,,2.5735528941,,,,3983,War Memorial Stadium (AR),54120.0,False,False,Little Rock,AR,72205,US,America/Chicago,34.749848,-92.330127,112.1398163,1948.0,2024-08-29,32.0,0.0,9.7,0.7414449371766445,,False,False
401645316,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,21267.0,7221,Protective Stadium,5,UAB,fbs,American Athletic,41.0,"[14, 14, 3, 10]",0.9941887855529785,1363.0,1363.0,2016,Alcorn State,fcs,SWAC,3.0,"[3, 0, 0, 0]",0.005811214447021484,,,2.457954599383663,,,,7221,Protective Stadium,45000.0,False,False,Birmingham,AL,35203,US,America/Chicago,33.5206824,-86.8024326,187,2021.0,2024-08-30,29.5,0.0,8.6,0.4726,0,False,False
401628327,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,62621.0,3838,Memorial Stadium,142,Missouri,fbs,SEC,51.0,"[28, 7, 10, 6]",0.9774129390716553,1744.0,1744.0,93,Murray State,fcs,MVFC,0.0,"[0, 0, 0, 0]",0.022587060928344727,,,1.712941538765301,,,,3838,Memorial Stadium,71168.0,False,False,Columbia,MO,65211,US,America/Chicago,38.9358491,-92.3332009,212.6865692,1927.0,2024-08-30,29.0,0.0,2.9,0.8799038893884892,0,False,False
401645318,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,16483.0,3674,Chapman Stadium,202,Tulsa,fbs,American Athletic,62.0,"[14, 27, 7, 14]",0.9918601512908936,1248.0,1248.0,2466,Northwestern State,fcs,Southland,28.0,"[14, 0, 0, 14]",0.008139848709106445,,,3.903791429464651,,,,3674,Chapman Stadium,30000.0,False,False,Tulsa,OK,74194,US,America/Chicago,36.1489175,-95.9437853,235.5928345,1930.0,2024-08-30,32.9,0.0,11.1,0.5494333333333333,0,False,False
401645317,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,20143.0,4729,Yulman Stadium,2655,Tulane,fbs,American Athletic,52.0,"[7, 14, 14, 17]",0.9875071048736572,1565.0,1565.0,2545,SE Louisiana,fcs,Southland,0.0,"[0, 0, 0, 0]",0.012492895126342773,,,2.15213815031093,,,,4729,Yulman Stadium,30000.0,False,False,New Orleans,LA,70118,US,America/Chicago,29.944616,-90.116692,0.0000000000000000000000000000000000000118,2014.0,2024-08-30,25.9,0.1,11.6,0.6714333333333333,0,False,False
401628448,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,50805.0,3953,Huntington Bank Stadium,135,Minnesota,fbs,Big Ten,17.0,"[0, 14, 0, 3]",0.9122595191001892,1492.0,1492.0,153,North Carolina,fbs,ACC,19.0,"[0, 7, 6, 6]",0.08774048089981079,1546.0,1546.0,5.521270141362677,,,,3953,Huntington Bank Stadium,50850.0,False,False,Minneapolis,MN,55488,US,America/Chicago,44.976525,-93.2245462,254.3902283,2009.0,2024-08-30,23.1,0.6,16.1,0.9991150442477876,1,False,False
401640998,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,18977.0,3662,AmFirst Stadium,55,Jacksonville State,fbs,Conference USA,27.0,"[3, 7, 0, 17]",0.0,1538.0,1449.0,324,Coastal Carolina,fbs,Sun Belt,55.0,"[17, 14, 10, 14]",1.0,1448.0,1537.0,2.6124580530927535,,,,3662,AmFirst Stadium,24000.0,False,False,Jacksonville,AL,36265,US,America/Chicago,33.8201052,-85.76647,198.0679016,1947.0,2024-08-30,29.0,0.0,6.2,0.7907083333333333,0,False,False
401636606,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,True,False,20829.0,3486,Children's Mercy Park,2305,Kansas,fbs,Big 12,48.0,"[7, 27, 7, 7]",0.998935341835022,1619.0,1619.0,2815,Lindenwood,fcs,Big South-OVC,3.0,"[0, 0, 0, 3]",0.0010646581649780273,,,2.5591263641735407,,,,3486,Children's Mercy Park,18467.0,True,False,Kansas City,KS,66111,US,America/Chicago,39.121768,-94.823198,300.8,2011.0,2024-08-30,30.5,0.0,6.4,1.1279038284507499,,False,False
401634206,2024,1,regular,2024-08-30T00:00:00.000Z,False,True,False,False,49438.0,3726,Folsom Field,38,Colorado,fbs,Big 12,31.0,"[14, 3, 7, 7]",0.35244855284690857,1324.0,1324.0,2449,North Dakota State,fcs,MVFC,26.0,"[10, 10, 0, 6]",0.6475514471530914,,,5.152339932073766,,,,3726,Folsom Field,50183.0,True,False,Boulder,CO,80309,US,America/Denver,40.0094746,-105.266905,1634.041138,1924.0,2024-08-30,26.4,0.0,14.5,0.9851543351334117,1,False,False
401636607,2024,1,regular,2024-08-30T01:00:00.000Z,False,True,False,False,52210.0,587,Rice-Eccles Stadium,254,Utah,fbs,Big 12,49.0,"[7, 28, 7, 7]",0.9919071197509766,1622.0,1622.0,253,Southern Utah,fcs,UAC,0.0,"[0, 0, 0, 0]",0.008092880249023438,,,1.8134759040786974,,,,587,Rice-Eccles Stadium,51444.0,False,False,Salt Lake City,UT,84112,US,America/Denver,40.7599724,-111.8488255,1411.543579,1998.0,2024-08-30,23.7,0.0,7.1,1.014889977451209,1,False,False
401654845,2024,1,regular,2024-08-30T01:00:00.000Z,False,True,False,False,43849.0,3832,"Memorial Stadium (Champaign, IL)",356,Illinois,fbs,Big Ten,45.0,"[14, 17, 7, 7]",0.9923451542854309,1502.0,1502.0,2197,Eastern Illinois,fcs,Big South-OVC,0.0,"[0, 0, 0, 0]",0.007654845714569092,,,2.4551539303536507,,,,3832,"Memorial Stadium (Champaign, IL)",60670.0,False,False,Champaign,IL,61820,US,America/Chicago,40.0993268,-88.2359569,223.2471619,1923.0,2024-08-30,27.1,0.0,9.6,0.72274600296687,0,False,False
401643698,2024,1,regular,2024-08-30T02:00:00.000Z,False,True,False,False,13811.0,3935,CEFCU Stadium,23,San José State,fbs,Mountain West,42.0,"[7, 7, 7, 21]",0.9956003427505493,1544.0,1544.0,16,Sacramento State,fcs,Big Sky,24.0,"[14, 3, 7, 0]",0.004399657249450684,,,6.442913215712913,,,,3935,CEFCU Stadium,30456.0,False,False,San Jose,CA,95112,US,America/Los_Angeles,37.3196675,-121.8682962,28.30708694,1933.0,2024-08-30,22.6,0.0,14.7,0.45347386393485684,0,False,False
401645319,2024,1,regular,2024-08-30T22:00:00.000Z,False,True,False,False,23760.0,3841,Michie Stadium,349,Army,fbs,American Athletic,42.0,"[7, 14, 7, 14]",0.9542645215988159,1425.0,1425.0,2329,Lehigh,fcs,Patriot,7.0,"[7, 0, 0, 0]",0.04573547840118408,,,2.3715897160909445,,,,3841,Michie Stadium,38000.0,False,False,West Point,NY,10996,US,America/New_York,41.3874924,-73.9640891,99.21277618,1924.0,2024-08-30,21.2,0.0,8.7,0.6252631578947369,0,False,False
401628453,2024,1,regular,2024-08-30T23:00:00.000Z,False,True,False,False,70271.0,3936,Spartan Stadium,127,Michigan State,fbs,Big Ten,16.0,"[2, 14, 0, 0]",0.8807753324508667,1392.0,1401.0,2226,Florida Atlantic,fbs,American Athletic,10.0,"[0, 3, 7, 0]",0.1192246675491333,1422.0,1413.0,3.9106104302508538,,,,3936,Spartan Stadium,75005.0,True,False,East Lansing,MI,48824,US,America/Detroit,42.7281474,-84.4848526,254.8794861,1923.0,2024-08-30,27.3,0.0,10.0,0.9368842077194853,1,False,False
401628328,2024,1,regular,2024-08-30T23:00:00.000Z,False,True,False,False,83329.0,3835,"Memorial Stadium (Norman, OK)",201,Oklahoma,fbs,SEC,51.0,"[17, 17, 3, 14]",0.9779277443885803,1786.0,1849.0,218,Temple,fbs,American Athletic,3.0,"[0, 0, 3, 0]",0.022072255611419678,1178.0,1115.0,2.0425201022360624,,,,3835,"Memorial Stadium (Norman, OK)",86112.0,True,False,Norman,OK,73019,US,America/Chicago,35.2058537,-97.4423145,355.0962524,1925.0,2024-08-30,30.0,0.0,12.1,0.9676816239316239,1,False,False
401628584,2024,1,regular,2024-08-30T23:30:00.000Z,False,True,False,False,18466.0,3982,Wallace Wade Stadium,150,Duke,fbs,ACC,26.0,"[3, 7, 9, 7]",0.5600078105926514,1602.0,1602.0,2210,Elon,fcs,Coastal Athletic,3.0,"[0, 0, 0, 3]",0.43999218940734863,,,3.2282799740134647,,,,3982,Wallace Wade Stadium,40004.0,True,False,Durham,NC,27708,US,America/New_York,35.9953688,-78.9417564,103.0028152,1929.0,2024-08-30,27.2,0.0,4.7,0.4616038396160384,0,False,False
401628461,2024,1,regular,2024-08-31T01:00:00.000Z,False,True,False,False,75158.0,347,Camp Randall Stadium,275,Wisconsin,fbs,Big Ten,28.0,"[0, 10, 3, 15]",0.9123791456222534,1587.0,1593.0,2711,Western Michigan,fbs,Mid-American,14.0,"[0, 7, 0, 7]",0.08762085437774658,1315.0,1309.0,4.26093839948511,,,,347,Camp Randall Stadium,80321.0,False,False,Madison,WI,53711,US,America/Chicago,43.06994,-89.4126943,263.604126,1917.0,2024-08-31,20.4,0.0,7.8,0.9357204218074974,1,False,False
401634300,2024,1,regular,2024-08-31T02:30:00.000Z,False,True,False,False,36026.0,3940,Stanford Stadium,24,Stanford,fbs,ACC,27.0,"[7, 10, 0, 10]",0.03356953710317612,1286.0,1295.0,2628,TCU,fbs,Big 12,34.0,"[7, 3, 10, 14]",0.9664304628968239,1587.0,1578.0,7.363318406375972,,,,3940,Stanford Stadium,50424.0,True,False,Stanford,CA,94305,US,America/Los_Angeles,37.4345556,-122.1611271,18.38425636,2006.0,2024-08-31,22.2,0.0,6.3,0.7144613676027288,0,False,False
401643703,2024,1,regular,2024-08-31T04:00:00.000Z,True,True,False,False,17037.0,3905,Maverik Stadium,328,Utah State,fbs,Mountain West,36.0,"[7, 3, 10, 16]",0.9518612027168274,1346.0,1346.0,2523,Robert Morris,fcs,NEC,14.0,"[0, 14, 0, 0]",0.04813879728317261,,,6.101459371659212,,,,3905,Maverik Stadium,25513.0,False,False,Logan,UT,84322,US,America/Denver,41.7517394,-111.8116007,1427.914429,1968.0,2024-08-31,17.5,0.0,5.6,0.6677772116176067,0,False,False
401628450,2024,1,regular,2024-08-31T16:00:00.000Z,False,True,False,False,69250.0,3793,Kinnick Stadium,2294,Iowa,fbs,Big Ten,40.0,"[3, 3, 13, 21]",1.0,1550.0,1550.0,2287,Illinois State,fcs,MVFC,0.0,"[0, 0, 0, 0]",0.0,,,2.793911585006647,,,,3793,Kinnick Stadium,69250.0,False,False,Iowa City,IA,52242,US,America/Chicago,41.6586045,-91.5510829,220.6357727,1929.0,2024-08-31,24.0,0.0,6.5,1.0,1,False,False
401628451,2024,1,regular,2024-08-31T16:00:00.000Z,False,True,False,False,35421.0,3665,SECU Stadium,120,Maryland,fbs,Big Ten,50.0,"[14, 9, 13, 14]",0.9924694895744324,1630.0,1703.0,41,UConn,fbs,FBS Independents,7.0,"[0, 0, 7, 0]",0.007530510425567627,1230.0,1157.0,2.404775825788813,,,,3665,SECU Stadium,51802.0,False,False,College Park,MD,20742,US,America/New_York,38.9903332,-76.9473792,32.68748093,1950.0,2024-08-31,24.9,0.1,8.9,0.6837766881587584,0,False,False
401645322,2024,1,regular,2024-08-31T16:00:00.000Z,False,True,False,False,28763.0,3852,Navy-Marine Corps Memorial Stadium,2426,Navy,fbs,American Athletic,49.0,"[6, 22, 7, 14]",0.9987257122993469,1368.0,1368.0,2083,Bucknell,fcs,Patriot,21.0,"[7, 0, 7, 7]",0.0012742877006530762,,,3.6932632596516344,,,,3852,Navy-Marine Corps Memorial Stadium,34000.0,False,False,Annapolis,MD,21402,US,America/New_York,38.9846985,-76.5076335,10.74990082,1959.0,2024-08-31,25.6,0.0,7.3,0.8459705882352941,0,False,False
401628323,2024,1,regular,2024-08-31T16:00:00.000Z,False,True,True,False,78827.0,5348,Mercedes-Benz Stadium,61,Georgia,fbs,SEC,34.0,"[0, 6, 14, 14]",0.980593204498291,2015.0,2066.0,228,Clemson,fbs,ACC,3.0,"[0, 0, 3, 0]",0.019406795501708984,1676.0,1625.0,2.8789609314034847,,Aflac Kickoff,,5348,Mercedes-Benz Stadium,75000.0,False,True,Atlanta,GA,30313,US,America/New_York,33.755578,-84.400881,307.9,2017.0,2024-08-31,31.0,0.0,5.6,1.0510266666666668,,False,False
401628457,2024,1,regular,2024-08-31T16:00:00.000Z,False,True,False,False,62084.0,3842,Milan Puskar Stadium,277,West Virginia,fbs,Big 12,12.0,"[0, 6, 0, 6]",0.0,1574.0,1546.0,213,Penn State,fbs,Big Ten,34.0,"[0, 20, 7, 7]",1.0,1833.0,1861.0,3.7351041653868955,,,,3842,Milan Puskar Stadium,60000.0,False,False,Morgantown,WV,26507,US,America/New_York,39.6502744,-79.9551873,327.409668,1980.0,2024-08-31,25.8,0.0,4.8,1.0347333333333333,1,False,False
401634305,2024,1,regular,2024-08-31T16:00:00.000Z,False,True,False,False,44616.0,3752,Acrisure Stadium,221,Pittsburgh,fbs,ACC,55.0,"[14, 14, 14, 13]",0.965776264667511,1436.0,1486.0,2309,Kent State,fbs,Mid-American,24.0,"[7, 7, 10, 0]",0.034223735332489014,1158.0,1108.0,3.4014438325652123,,,,3752,Acrisure Stadium,68400.0,True,False,Pittsburgh,PA,15260,US,America/New_York,40.4467648,-80.0157603,220.5887146,2001.0,2024-08-31,27.8,0.0,6.6,0.652280701754386,0,False,False
401634169,2024,1,regular,2024-08-31T16:00:00.000Z,False,True,False,False,59488.0,3907,Ross-Ade Stadium,2509,Purdue,fbs,Big Ten,49.0,"[7, 14, 14, 14]",0.9893006086349487,1492.0,1492.0,282,Indiana State,fcs,MVFC,0.0,"[0, 0, 0, 0]",0.01069939136505127,,,2.3671068601956624,,,,3907,Ross-Ade Stadium,57282.0,True,False,West Lafayette,IN,47907,US,America/Indiana/Indianapolis,40.4352253,-86.9186843,197.5337677,1924.0,2024-08-31,25.7,0.0,5.2,1.038511225166719,1,False,False
401628333,2024,1,regular,2024-08-31T16:00:00.000Z,False,True,False,False,,3973,FirstBank Stadium,238,Vanderbilt,fbs,SEC,34.0,"[3, 14, 3, 7, 7]",1.0,1284.0,1313.0,259,Virginia Tech,fbs,ACC,27.0,"[0, 3, 10, 14, 0]",0.0,1604.0,1575.0,6.107332935925761,,,,3973,FirstBank Stadium,40351.0,False,False,Nashville,TN,37212,US,America/Chicago,36.1440455,-86.8088942,159.9194641,1922.0,2024-08-31,29.4,0.0,1.9,,,True,False
401632062,2024,1,regular,2024-08-31T16:00:00.000Z,False,True,False,False,47067.0,3873,L&N Federal Credit Union Stadium,97,Louisville,fbs,ACC,62.0,"[10, 28, 21, 3]",0.9891191124916077,1625.0,1625.0,2046,Austin Peay,fcs,UAC,0.0,"[0, 0, 0, 0]",0.010880887508392334,,,1.8768843520273661,,,,3873,L&N Federal Credit Union Stadium,60000.0,False,False,Louisville,KY,40292,US,America/Kentucky/Louisville,38.2057621,-85.7588141,138.5615997,1998.0,2024-08-31,26.9,0.0,4.1,0.78445,0,False,False
401628330,2024,1,regular,2024-08-31T16:45:00.000Z,False,True,False,False,101915.0,3853,Neyland Stadium,2633,Tennessee,fbs,SEC,69.0,"[24, 21, 10, 14]",0.9840481877326965,1751.0,1751.0,236,Chattanooga,fcs,Southern,3.0,"[0, 0, 3, 0]",0.015951812267303467,,,2.0430216449479515,,,,3853,Neyland Stadium,102455.0,True,False,Knoxville,TN,37996,US,America/New_York,35.9550131,-83.9250128,271.9517212,1921.0,2024-08-31,30.4,0.0,4.8,0.994729393392221,1,False,False
401634212,2024,1,regular,2024-08-31T18:00:00.000Z,False,True,False,False,52202.0,3646,Boone Pickens Stadium,197,Oklahoma State,fbs,Big 12,44.0,"[10, 7, 21, 6]",0.9937065839767456,1522.0,1522.0,2571,South Dakota State,fcs,MVFC,20.0,"[0, 6, 7, 7]",0.0062934160232543945,,,2.9147172692536496,,,,3646,Boone Pickens Stadium,55509.0,False,False,Stillwater,OK,74078,US,America/Chicago,36.125673,-97.066513,276.4808655,1919.0,2024-08-31,29.2,0.2,10.5,0.9404240753751644,1,False,False
401628591,2024,1,regular,2024-08-31T18:30:00.000Z,False,True,False,False,37654.0,3854,Nippert Stadium,2132,Cincinnati,fbs,Big 12,38.0,"[21, 7, 10, 0]",0.9920116662979126,1394.0,1394.0,119,Towson,fcs,Coastal Athletic,20.0,"[3, 14, 3, 0]",0.007988333702087402,,,2.9961249219906474,,,,3854,Nippert Stadium,40000.0,False,False,Cincinnati,OH,45221,US,America/New_York,39.1312495,-84.5161913,230.0660553,1915.0,2024-08-31,26.4,3.3,6.4,0.94135,1,False,False
401637159,2024,1,regular,2024-08-31T19:00:00.000Z,False,True,False,False,20089.0,3820,Gesa Field,265,Washington State,fbs,Pac-12,70.0,"[22, 27, 14, 7]",0.9906681180000305,1530.0,1530.0,2502,Portland State,fcs,Big Sky,30.0,"[7, 10, 6, 7]",0.009331881999969482,,,2.983677029155857,,,,3820,Gesa Field,32952.0,False,False,Pullman,WA,99164,US,America/Los_Angeles,46.731831,-117.1604991,773.9526367,1972.0,2024-08-31,29.2,0.0,7.7,0.6096443311483369,0,False,False
401634197,2024,1,regular,2024-08-31T19:30:00.000Z,False,True,False,False,56148.0,3772,Jack Trice Stadium,66,Iowa State,fbs,Big 12,21.0,"[7, 7, 0, 7]",0.9792457818984985,1612.0,1612.0,155,North Dakota,fcs,MVFC,3.0,"[0, 3, 0, 0]",0.020754218101501465,,,2.7771316305979155,,,,3772,Jack Trice Stadium,61500.0,True,False,Ames,IA,50011,US,America/Chicago,42.0139977,-93.6357716,274.9135437,1975.0,2024-08-31,26.2,0.0,10.7,0.9129756097560976,1,False,False
401628454,2024,1,regular,2024-08-31T19:30:00.000Z,False,True,False,False,86072.0,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,40.0,"[7, 23, 7, 3]",0.9538794159889221,1507.0,1571.0,2638,UTEP,fbs,Conference USA,7.0,"[7, 0, 0, 0]",0.04612058401107788,1296.0,1232.0,3.5714442090281193,,,,3834,"Memorial Stadium (Lincoln, NE)",85458.0,False,False,Lincoln,NE,68588,US,America/Chicago,40.820682,-96.705594,354.9318848,1923.0,2024-08-31,28.3,0.0,6.1,1.0071848159329728,1,False,False
401628322,2024,1,regular,2024-08-31T19:30:00.000Z,False,True,False,False,90544.0,3634,Ben Hill Griffin Stadium,57,Florida,fbs,SEC,17.0,"[3, 7, 0, 7]",0.008286379277706146,1562.0,1497.0,2390,Miami,fbs,ACC,41.0,"[7, 17, 14, 3]",0.9917136207222939,1553.0,1618.0,3.1975890118592023,,,,3634,Ben Hill Griffin Stadium,88548.0,True,False,Gainesville,FL,32653,US,America/New_York,29.6499357,-82.3485788,44.97250748,1930.0,2024-08-31,32.5,0.0,12.1,1.0225414464471247,1,False,False
401634133,2024,1,regular,2024-08-31T19:30:00.000Z,False,True,False,False,36232.0,3792,Kidd Brewer Stadium,2026,App State,fbs,Sun Belt,38.0,"[10, 7, 7, 14]",0.9833067655563354,1578.0,1578.0,2193,East Tennessee State,fcs,Southern,10.0,"[0, 7, 3, 0]",0.01669323444366455,,,3.2225527344981484,,,,3792,Kidd Brewer Stadium,30000.0,False,False,Boone,NC,28608,US,America/New_York,36.2114267,-81.6854278,991.3414307,1962.0,2024-08-31,23.3,0.6,6.9,1.2077333333333333,1,False,False
401628331,2024,1,regular,2024-08-31T19:30:00.000Z,False,True,False,False,99171.0,3910,DKR-Texas Memorial Stadium,251,Texas,fbs,SEC,52.0,"[7, 24, 14, 7]",0.9847278594970703,1850.0,1939.0,36,Colorado State,fbs,Mountain West,0.0,"[0, 0, 0, 0]",0.015272140502929688,1350.0,1261.0,1.9847637724366323,,,,3910,DKR-Texas Memorial Stadium,100119.0,False,False,Austin,TX,78712,US,America/Chicago,30.2836813,-97.7325345,160.3089447,1924.0,2024-08-31,32.4,0.0,15.6,0.9905312677913283,1,False,False
